SYMBOL,NAME
97THFPL27,Tyger Home Finance Pvt Ltd
741BOB39,Bank Of Baroda
1090USFB31,Utkarsh Small Finance Bank Ltd
AXFL291124,Axis Finance Ltd
803IUTL226,India Universal Trust Al2
809IUTL227,India Universal Trust Al2
817IUTL230,India Universal Trust Al2
990IFSL27,Incred Financial Services Ltd
845MFSL26,Mas Financial Services Ltd
117NCPL26,Neogrowth Credit Pvt Ltd
125NFPL31,Namdev Finvest Pvt Ltd
1040MCSL26,Muthoot Capital Services Ltd
950HLFLPERA,Hinduja Leyland Finance Ltd
1331PA11T28,Prosperity Asset 11 Trust
96ESFBL30,Equitas Small Finance Bank Ltd
117VFPL27,Varthana Finance Pvt Ltd
792IIL30,India Infradebt Ltd
793IIL34,India Infradebt Ltd
775KMPL27,Kotak Mahindra Prime Ltd
711PFCL40,Power Finance Corporation Ltd
710PFCL35,Power Finance Corporation Ltd
77215BFL27,Bajaj Finance Ltd
723DMEDL34,Dme Development Ltd
1045MFL33,Muthoot Fincorp Ltd
785ABHFL28,Aditya Birla Housing Finance Ltd
950IFSL26B,Incred Financial Services Ltd
1030KSL26,Krazybee Services Ltd
740NBARD30,National Bank For Agriculture And Rural Development
95MCSL26,Muthoot Capital Services Ltd
91CFSL29,Credila Financial Services Ltd
962NWFL27,Nuvama Wealth Finance Ltd
965SFL27,Sammaan Finserve Ltd
709IRFC34,Indian Railway Finance Corporation
837AHFL28,Aadhar Housing Finance Ltd
11KFL26,Kosamattam Finance Ltd
773EOPR29,Embassy Office Parks Reit
FHL191224,Fortis Healthcare Ltd
FHL191224A,Fortis Healthcare Ltd
FHL191224B,Fortis Healthcare Ltd
880HLFL29,Hinduja Leyland Finance Ltd
10EFCL27,Edel Finance Company Ltd
911360OP27,360 One Portfolio Managers Ltd
0MSFL026,Marwadi Shares And Finance Ltd
1025SFL029,Sakthi Finance Ltd
95SFL027,Sakthi Finance Ltd
SFL24,Sakthi Finance Ltd
710RECL35,Rec Ltd
721GIL34,Grasim Industries Ltd
789AXFL29,Axis Finance Ltd
7882AXFL27,Axis Finance Ltd
7845AXFL34,Axis Finance Ltd
766BHFL28,Bajaj Housing Finance Ltd
735IIFCL34,India Infrastructure Finance Company Ltd
747IIFCL28,India Infrastructure Finance Company Ltd
94MFSL26,Mas Financial Services Ltd
96MFSL26,Mas Financial Services Ltd
860LDL27,Lodha Developers Ltd
985NWFL26,Nuvama Wealth Finance Ltd
823IIL34,India Infradebt Ltd
712PGCIL34,Power Grid Corporation Of India Ltd
743PNB39,Punjab National Bank
835MCFPL29,Mizuho Capsave Finance Private Ltd
88912SFL28,Shriram Finance Ltd
1125AFPL29,Annapurna Finance Pvt Ltd
716PFCL40,Power Finance Corporation Ltd
74PFCL30A,Power Finance Corporation Ltd
835MRHF34,Mahindra Rural Housing Finance Ltd
712HUDCO34,Housing &Urban Development Corporation Ltd
974HCI26,Hari And Company Investments Madras Private Ltd
1011HCI26,Hari And Company Investments Madras Private Ltd
925VT28,Vajra 014 Trust
980IKFHF28,Ikf Home Finance Ltd
12FFSL27,Finkurve Financial Services Ltd
109AFPL26,Avanti Finance Pvt Ltd
715IRFC34,Indian Railway Finance Corporation
10MCSL026,Muthoot Capital Services Ltd
94AKCFL27,Ak Capital Finance Ltd
10ICFL26,Indostar Capital Finance Ltd
841AFLPER,Axis Finance Ltd
835MCFPL27,Mizuho Capsave Finance Private Ltd
11ESPL26,Earlysalary Services Pvt Ltd
942KIIF28A,Kerala Infrastructure Investment Fund Board
942KIIFB29,Kerala Infrastructure Investment Fund Board
942KIIFB30,Kerala Infrastructure Investment Fund Board
942KIIFB31,Kerala Infrastructure Investment Fund Board
942KIIFB33,Kerala Infrastructure Investment Fund Board
942KIIFB34,Kerala Infrastructure Investment Fund Board
942KIIFB32,Kerala Infrastructure Investment Fund Board
875AVHF29,Aptus Value Housing Finance India Ltd
975MAS26,Mas Financial Services Ltd
968THFP27,Tyger Home Finance Pvt Ltd
84HHFL28,Hinduja Housing Finance Ltd
NWFL311224,Nuvama Wealth Finance Ltd
950IFSL26C,Incred Financial Services Ltd
99IKFF27,Ikf Finance Ltd
9AFIP28,Aptus Finance India Pvt Ltd
10KFL26,Kosamattam Finance Ltd
1010AFL27,Aye Finance Pvt Ltd
995AFL26,Aye Finance Pvt Ltd
14ACAP26,Akara Capital Advisors Pvt Ltd
108EAAAL27,Eaaa India Alternatives Ltd
925SKFL28,Sk Finance Ltd
725IOCL30,Indian Oil Corporation Ltd
775UNOML26,Uno Minda Ltd
775UNOML27,Uno Minda Ltd
89043SFL30,Shriram Finance Ltd
930PFL27,Piramal Finance Ltd
938ARFL29,Arka Fincap Ltd
1095AFL26,Ambium Finserve Ltd
1125IML26A,Indel Money Ltd
855MOHFL27,Motilal Oswal Home Finance Ltd
753NABRD28,National Bank For Agriculture And Rural Development
13IML27,Indel Money Ltd
995SCL35,Sammaan Capital Ltd
94AKCF28,Ak Capital Finance Ltd
1075NFL27,Navi Finserv Ltd
720RECL35,Rec Ltd
777KMPL30,Kotak Mahindra Prime Ltd
RRCIPL30,Casablanca Industries Pvt Ltd
925SKFL27A,Sk Finance Ltd
842AFL30,Aavas Financiers Ltd
846AFL30,Aavas Financiers Ltd
723BOB35,Bank Of Baroda
968THFPL28,Tyger Home Finance Pvt Ltd
725IRFC35A,Indian Railway Finance Corporation
ZCECAPEL27,Ecap Equities Ltd
101ICFL27,Indostar Capital Finance Ltd
950OPL35,360 One Prime Ltd
777IHFCL30,Icici Home Finance Company Ltd
115MFL26,Manba Finance Ltd
78537ABH30,Aditya Birla Housing Finance Ltd
975NWFL28,Nuvama Wealth Finance Ltd
728IREDA35,Indian Renewable Energy Development Agency Ltd
1065MFPL27,Moneywise Financial Services Pvt Ltd
95IFSL27,Incred Financial Services Ltd
1095KSL26,Krazybee Services Ltd
1130KFL27,Keertana Finserv Ltd
PFL230125A,Piramal Finance Ltd
1030HFL26,Hedge Finance Ltd
11HFL30,Hedge Finance Ltd
18SRPL28,Shoquba Realty Pvt Ltd
952NWFL27,Nuvama Wealth Finance Ltd
720NHPC35,Nhpc Ltd
1175AFIL28,Achiievers Finance India Ltd
12AFIL30,Achiievers Finance India Ltd
12AFIL27,Achiievers Finance India Ltd
12AFIL2027,Achiievers Finance India Ltd
1225AFIL28,Achiievers Finance India Ltd
1250AFIL30,Achiievers Finance India Ltd
945JESNP28,Jsquare Electrical Steel Nashik Pvt Ltd
IFSL24125,Incred Financial Services Ltd
1468LVJ26,Leasex Valerian Jan 25
10MCSL27B,Muthoot Capital Services Ltd
990IKF27,Ikf Finance Ltd
940UTD2430,Universe Trust Dec 2024
940UTD30,Universe Trust Dec 2024
TFL29125,Truhome Finance Ltd
104NFL27,Navi Finserv Ltd
98AFPL28,Auxilo Finserve Pvt Ltd
10UCL29,Ugro Capital Ltd
97AFPL27,Auxilo Finserve Pvt Ltd
1350LLDL29,Lucina Land Development Ltd
0NHIT34,National Highways Infra Trust
0NHIT35,National Highways Infra Trust
115VFPL27,Varthana Finance Pvt Ltd
1115MHFC30,Muthoot Housing Finance Company Ltd
EEL310125,Ecap Equities Ltd
1081BHGC28,Bamboo Hotel And Global Centre (Delhi) Pvt Ltd
7886MMFS28,Mahindra & Mahindra Financial Services Ltd
87HHFL30,Hinduja Housing Finance Ltd
75855SEI35,Sustainable Energy Infra Trust
9SFL30A,Sbfc Finance Ltd
PLDAN31125,2024 Pl Dan
725NBFI40,National Bank For Financing Infrastructure And Development
823JDFI28,John Deere Financial India Pvt Ltd
724PFCL35,Power Finance Corporation Ltd
725PFCL45,Power Finance Corporation Ltd
975MML27,Muthoot Mcred Ltd
93HLFL35,Hinduja Leyland Finance Ltd
760RMIL28,Ramco Industries Ltd
1002UCL26,Ugro Capital Ltd
786ABHFL28,Aditya Birla Housing Finance Ltd
790ABHFL27,Aditya Birla Housing Finance Ltd
9CFSL35,Credila Financial Services Ltd
873ABCLPRP,Aditya Birla Capital Ltd
767CHT42,Cube Highways Trust
729HUDCO35,Housing &Urban Development Corporation Ltd
950HLFLPRP,Hinduja Leyland Finance Ltd
960MFSL27,Mas Financial Services Ltd
13KDFL27,Kanakadurga Finance Ltd
728RECL40,Rec Ltd
1150BRFL27,Berar Finance Ltd
776IHFCL30,Icici Home Finance Company Ltd
781IHFCL28,Icici Home Finance Company Ltd
728IRFC40,Indian Railway Finance Corporation
1075NBSP26,Nirmal Bang Securities Pvt Ltd
11SHFL27,Satin Housing Finance Ltd
95HHFLPER,Hinduja Housing Finance Ltd
12ACAPL28,Akara Capital Advisors Pvt Ltd
975NWFL27,Nuvama Wealth Finance Ltd
734PNB35,Punjab National Bank
1081BHG28,Bamboo Hotel And Global Centre (Delhi) Pvt Ltd
980CM2526,Cartera Mfi 2025
773TIL35,Thdc India Ltd
19KTPL28,Kohinoor Technologies Pvt Ltd
840NHL30,Narayana Hrudayalaya Ltd
960IFSL27,Incred Financial Services Ltd
9OPL28,360 One Prime Ltd
975OFS27,Oxyzo Financial Services Ltd
77BOM35,Bank Of Maharashtra
11IML026,Indel Money Ltd
742PFC28,Power Finance Corporation Ltd
738PFC32,Power Finance Corporation Ltd
818MCFPL28,Mizuho Capsave Finance Private Ltd
1115MHF30,Muthoot Housing Finance Company Ltd
116MFIL27,Mahaveer Finance India Ltd
1028UCL29,Ucl-20-2-29-Cp
765TSL30,Tata Steel Ltd
8VPPL45,Vardhita Properties Pvt Ltd
759CHT44,Cube Highways Trust
975VFL29,Veritas Finance Ltd
965VFL28,Veritas Finance Ltd
1060NFL27,Navi Finserv Ltd
91PFL35,Piramal Finance Ltd
1250MFL28,Moneyboxx Finance Ltd
1250MFL26A,Moneyboxx Finance Ltd
986HCI27,Hari And Company Investments Madras Private Ltd
10NHFL29,Nido Home Finance Ltd
EFCL250225,Edel Finance Company Ltd
1090ESP26A,Earlysalary Services Pvt Ltd
5GMRAL28,Gmr Airports Ltd
1325LFL26A,Lendingkart Finance Ltd
995HFSPL28,Hiranandani Financial Services Pvt Ltd
740IREDA36,Indian Renewable Energy Development Agency Ltd
799RECPERP,Rec Ltd
830MMFSL35,Mahindra & Mahindra Financial Services Ltd
115MFL26A,Manba Finance Ltd
86TFL27,Truhome Finance Ltd
925HLFL30,Hinduja Leyland Finance Ltd
10MCSL28,Muthoot Capital Services Ltd
12LVAF27,Loanx Velvet Ash Feb 2025
995ISCFL26,Indostar Capital Finance Ltd
995ICFL626,Indostar Capital Finance Ltd
744PFCL30,Power Finance Corporation Ltd
74PFCL35,Power Finance Corporation Ltd
895AFIPL29,Aptus Finance India Pvt Ltd
12MFL27,Moneyboxx Finance Ltd
1255MFL27,Moneyboxx Finance Ltd
115AFL27,Ambium Finserve Ltd
875JEL28,Jsw Energy Ltd
88JEL30,Jsw Energy Ltd
95MFIC26,2025 02 Mfi Cosecant
1135STF27,Sagittarius Trust February 2025
930IG04128,Indigo 041
990IN04128,Indigo 041
940OPL27,360 One Prime Ltd
777AIEY28,Anzen India Energy Yield Plus Trust
1225ICLF29,Icl Fincorp Ltd
0ICLFL29,Icl Fincorp Ltd
0ICLFL30B,Icl Fincorp Ltd
11IML2026,Indel Money Ltd
79413ABC28,Aditya Birla Capital Ltd
895AFIP29,Aptus Finance India Pvt Ltd
113KFL27,Keertana Finserv Ltd
960SFL35,Sammaan Finserve Ltd
1125MHFC30,Muthoot Housing Finance Company Ltd
1035EFCL28,Edel Finance Company Ltd
875AVHFI30,Aptus Value Housing Finance India Ltd
790ABHFL28,Aditya Birla Housing Finance Ltd
1060NFL26,Navi Finserv Ltd
737HUDCO35,Housing &Urban Development Corporation Ltd
1320IML30,Indel Money Ltd
1175MBFL27,Moneyboxx Finance Ltd
10KFL027,Kosamattam Finance Ltd
6HHPL28,Hopkins Healthcare Pvt Ltd
745PFCL28,Power Finance Corporation Ltd
11RDCCL28,Rdc Concrete (India) Ltd
925ARFL35,Arka Fincap Ltd
820HEGIC35,Hdfc Ergo General Insurance Company Ltd
8016ABCL29,Aditya Birla Capital Ltd
80208ABC30,Aditya Birla Capital Ltd
744RL28,Rec Ltd
732RL35,Rec Ltd
12MFLPERPE,Muthoot Fincorp Ltd
9MCHICL35,Manipalcigna Health Insurance Company Ltd
875JEL028,Jsw Energy Ltd
880JEL030,Jsw Energy Ltd
1365AFFI26,Ananya Finance For Inclusive Growth Pvt Ltd
975OFSL27A,Oxyzo Financial Services Ltd
6HHPL28A,Hopkins Healthcare Pvt Ltd
1250MFL29,Moneyboxx Finance Ltd
775HZL27,Hindustan Zinc Ltd
775HZL28,Hindustan Zinc Ltd
840IRDAPRP,Indian Renewable Energy Development Agency Ltd
950HLFLPER,Hinduja Leyland Finance Ltd
1035AFL27,Aye Finance Ltd
995AFL27,Aye Finance Ltd
794IIL30,India Infradebt Ltd
1225BRFL27,Berar Finance Ltd
9TCPIPL31,Tara Capital Partners India Pvt Ltd
830MCFPL30,Mizuho Capsave Finance Private Ltd
MFSL210325,Mas Financial Services Ltd
10MMLD28,Muthoot Mcred Ltd
10CJDPL28A,Century Joint Developments Pvt Ltd
12EGFSL27,Emkay Global Financial Services Ltd
835CHL28,Chalet Hotels Ltd
1026MFCL30,Muthoot Fincorp Ltd
855MOHFL28,Motilal Oswal Home Finance Ltd
874HCI31,Hari And Company Investments Madras Private Ltd
109ESPL27,Earlysalary Services Pvt Ltd
1JCL28,Jana Capital Ltd
EFCL25325,Edel Finance Company Ltd
EFCL250325,Edel Finance Company Ltd
12AFIL27A,Achiievers Finance India Ltd
EFCL25325A,Edel Finance Company Ltd
1175AFI28,Achiievers Finance India Ltd
12AFI30,Achiievers Finance India Ltd
125AFIL31,Achiievers Finance India Ltd
12AFIL27B,Achiievers Finance India Ltd
1225AFI28,Achiievers Finance India Ltd
94PLUM28,Plum258-9.4%-20-8-28-Ptc
1235DKGF28,Dvara Kshetriya Gramin Financial Services Pvt Ltd
865RRISF29,India Shelter Finance Corporation Ltd
1135MFL26,Manba Finance Ltd
980IKFFL27,Ikf Finance Ltd
949KIIF29,Kerala Infrastructure Investment Fund Board
949KIIF30,Kerala Infrastructure Investment Fund Board
949KIIF31,Kerala Infrastructure Investment Fund Board
949KIIF32,Kerala Infrastructure Investment Fund Board
949KIIF33,Kerala Infrastructure Investment Fund Board
949KIIF34,Kerala Infrastructure Investment Fund Board
949KIIF35,Kerala Infrastructure Investment Fund Board
749IIT28,Indigrid Infrastructure Trust
780IIT47,Indigrid Infrastructure Trust
758IIT47,Indigrid Infrastructure Trust
1025GROT29,2024 Pl Groot
10DCAL27,Dishman Carbogen Amcis Ltd
1002EIAL28,Eaaa India Alternatives Ltd
774IREDA35,Indian Renewable Energy Development Agency Ltd
797AFL30,Axis Finance Ltd
95AKCFL28,Ak Capital Finance Ltd
717IRFC35,Indian Railway Finance Corporation
728IIFCL32,India Infrastructure Finance Company Ltd
719HUDCO35,Housing &Urban Development Corporation Ltd
1135VFPL27,Varthana Finance Pvt Ltd
11AGAM2526,Aritra Growth Aqua March 2025
975KFIL27,Kogta Financial (India) Ltd
940S1328,Stellar 13 2024
850SISL28,Sis Ltd
960MFSL27A,Mas Financial Services Ltd
975OFSL28,Oxyzo Financial Services Ltd
975OFSL27B,Oxyzo Financial Services Ltd
975OFSL27C,Oxyzo Financial Services Ltd
975OFSL28A,Oxyzo Financial Services Ltd
715NBFID35,National Bank For Financing Infrastructure And Development
920AUSFB35,Au Small Finance Bank Ltd
0ICLFL29A,Icl Fincorp Ltd
1225ICL29,Icl Fincorp Ltd
0ICLFL29B,Icl Fincorp Ltd
1116NFL27,Navi Finserv Ltd
20PRIPL29,Prateek Realtors India Pvt Ltd
835HHFL29,Hinduja Housing Finance Ltd
1010V32526,Valencia 03 2025
10LGS8D27,Liquid Gold Series 8 Dec 2024
950RAVEN26,Raven 03 2025
875AVHFIRR,Aptus Value Housing Finance India Ltd
10PLRPL35,Powai Lake Residential Pvt Ltd
940CGCL35,Capri Global Capital Ltd
1050IFSP28,Infinity Fincorp Solutions Pvt Ltd
95STELLA27,Stellar 15 2024
1185LOSI26,Loanx Silverbell Mar 2025
1290MCFL27,Mangal Credit And Fincorp Ltd
755BFL35,Bajaj Finance Ltd
757BFL30,Bajaj Finance Ltd
11RDCCIL28,Rdc Concrete (India) Ltd
5GMRALD28,Gmr Airports Ltd
78618ABH28,Aditya Birla Housing Finance Ltd
10PLRPL35A,Powai Lake Residential Pvt Ltd
76KMPL28,Kotak Mahindra Prime Ltd
703NBFID30,National Bank For Financing Infrastructure And Development
6TL30,Tarc Ltd
704NBFID35,National Bank For Financing Infrastructure And Development
930PFL29,Piramal Finance Ltd
8MMFSL27A,Mahindra & Mahindra Financial Services Ltd
75BHFL35,Bajaj Housing Finance Ltd
702RECL40,Rec Ltd
1150AFL27,Ambium Finserve Ltd
7732AFL28,Axis Finance Ltd
694PGCIL35,Power Grid Corporation Of India Ltd
765HDBFS28,Hdb Financial Services Ltd
869SFL30,Shriram Finance Ltd
87SFL28,Shriram Finance Ltd
11IML26B,Indel Money Ltd
8SBVPL29,Shah Business Ventures Pvt Ltd
88HLFL30,Hinduja Leyland Finance Ltd
116SFPL28,Samunnati Finance Pvt Ltd
737BFL28,Bajaj Finance Ltd
1048NFL26,Navi Finserv Ltd
745ATIT35,Altius Telecom Infrastructure Trust
765PFL27,Poonawalla Fincorp Ltd
770PFL28,Poonawalla Fincorp Ltd
803ABHFL35,Aditya Birla Housing Finance Ltd
690HUDCO32,Housing &Urban Development Corporation Ltd
731IHFCL27,Icici Home Finance Company Ltd
734IHFCL28,Icici Home Finance Company Ltd
925SKF027,Sk Finance Ltd
761HFSL30,Hdb Financial Services Ltd
755HFSL29,Hdb Financial Services Ltd
810AHFL28,Aadhar Housing Finance Ltd
72503CHT28,Cube Highways Trust
73006CHT32,Cube Highways Trust
678IRFC30,Indian Railway Finance Corporation
RRAVFL30A,Aavas Financiers Ltd
RRAVFL30B,Aavas Financiers Ltd
860SANJA31,Sansar Jan 2025 Trust
738BFL30,Bajaj Finance Ltd
673HPCL30,Hindustan Petroleum Corporation Ltd
755LTMRH35,L&T Metro Rail (Hyderabad) Ltd
723BFL27,Bajaj Finance Ltd
640IIT34,Indigrid Infrastructure Trust
1310POPL27,Purva Oak Pvt Ltd
1310POP27A,Purva Oak Pvt Ltd
1310POP27B,Purva Oak Pvt Ltd
687REC30,Rec Ltd
686REC35,Rec Ltd
1130KFL27A,Keertana Finserv Ltd
1120ESPL27,Earlysalary Services Pvt Ltd
9CGCL28,Capri Global Capital Ltd
736IHFCL30,Icici Home Finance Company Ltd
RRNST32,Nexus Select Trust
1020PLF29,2025 Pl Frank
714BHFL27,Bajaj Housing Finance Ltd
985ACAP26,Akara Capital Advisors Pvt Ltd
123VFPL27,Varthana Finance Pvt Ltd
1135STA27,Scorpio Trust April 2025
990RGPL28,Renserv Global Pvt Ltd
7IREDAL30,Indian Renewable Energy Development Agency Ltd
686NHPCL38,Nhpc Ltd
686NHPCL39,Nhpc Ltd
686NHPCL40,Nhpc Ltd
686NHPCL31,Nhpc Ltd
686NHPCL32,Nhpc Ltd
686NHPCL33,Nhpc Ltd
686NHPCL34,Nhpc Ltd
686NHPCL35,Nhpc Ltd
686NHPCL36,Nhpc Ltd
686NHPCL37,Nhpc Ltd
1065KSL26,Krazybee Services Ltd
803ABCL35,Aditya Birla Capital Ltd
69HUDC30,Housing &Urban Development Corporation Ltd
850HLFL30,Hinduja Leyland Finance Ltd
840HLFL27,Hinduja Leyland Finance Ltd
930PFL27A,Piramal Finance Ltd
919PFL28,Piramal Finance Ltd
912PFL27,Piramal Finance Ltd
1005MFL28A,Muthoot Fincorp Ltd
684NTPC35,Ntpc Ltd
1125MFL27,Manba Finance Ltd
911LGS927,Liquid Gold Series 9
145DKGF35,Dvara Kshetriya Gramin Financial Services Pvt Ltd
114QSSP30,Qburst Software Services Pvt Ltd
704IIT28,Indigrid Infrastructure Trust
1125IML26B,Indel Money Ltd
720MBPR30,Mindspace Business Parks Reit
1175AFPL31,Annapurna Finance Pvt Ltd
12MML26,Midland Microfin Ltd
719JCL28,Jio Credit Ltd
835MASFS26,Mas Financial Services Ltd
925MASFS27,Mas Financial Services Ltd
EFCL150525,Edel Finance Company Ltd
OPL16525,360 One Prime Ltd
721EOPR28,Embassy Office Parks Reit
722EOPR28,Embassy Office Parks Reit
12MFILD26,Mahaveer Finance India Ltd
1125IML26C,Indel Money Ltd
665IRFC30,Indian Railway Finance Corporation
765PFL28,Poonawalla Fincorp Ltd
965KFIL28,Kogta Financial (India) Ltd
1075AMFL26,Ambium Finserve Ltd
EFCL21525,Edel Finance Company Ltd
EFCL210525,Edel Finance Company Ltd
661PFCL28,Power Finance Corporation Ltd
664PFCL30,Power Finance Corporation Ltd
73064ABH28,Aditya Birla Housing Finance Ltd
1040MFL33,Muthoot Fincorp Ltd
652RL28,Rec Ltd
681RL36,Rec Ltd
737AFL28,Axis Finance Ltd
1325IBPL26,Inbrew Beverages Pvt Ltd
719IHFCL28,Icici Home Finance Company Ltd
875AVHF30,Aptus Value Housing Finance India Ltd
925VJ16T34,Vajra 016 Trust
747ABCL29,Aditya Birla Capital Ltd
738ABCL28,Aditya Birla Capital Ltd
702BHFL28,Bajaj Housing Finance Ltd
741HDBFS30,Hdb Financial Services Ltd
741HDBFS28,Hdb Financial Services Ltd
950NWIL27,Nuvama Wealth And Investment Ltd
960ICFL27,Indostar Capital Finance Ltd
1075MML027,Midland Microfin Ltd
75168KID31,Kotak Infrastructure Debt Fund Ltd
915AFPL27,Ambit Finvest Pvt Ltd
125IML28,Indel Money Ltd
EFCL280525,Edel Finance Company Ltd
1110SFPL26,Samunnati Finance Pvt Ltd
95IFSL027,Incred Financial Services Ltd
708JCL28,Jio Credit Ltd
76PFL27,Poonawalla Fincorp Ltd
1275KFL27,Kanakadurga Finance Ltd
12LVAM25,Loanx Velvet Ash May 2025
647IRFC28,Indian Railway Finance Corporation
658IRFC30,Indian Railway Finance Corporation
1675ARPL30,Aloud Realty Pvt Ltd
911LGS1027,Liquid Gold Series 10
775APSE40,Adani Ports And Special Economic Zone Ltd
925VT27,Vajra 015 Trust
925VT29A,Vajra 015 Trust
925VT31,Vt-9.25%-20-1-29-Ptc
667NBFID30,National Bank For Financing Infrastructure And Development
1190LMPL28,Light Microfinance Pvt Ltd
12AFL27,Ambium Finserve Ltd
745IIL30,India Infradebt Ltd
1125IML27,Indel Money Ltd
10PDL27,Paisalo Digital Ltd
9HLFL35,Hinduja Leyland Finance Ltd
931VL27,Vedanta Ltd
945VL28,Vedanta Ltd
VL050625,Vedanta Ltd
1130MBFL27,Manba Finance Ltd
1135MBFL27,Manba Finance Ltd
818PFL35,Poonawalla Fincorp Ltd
776AHFL28,Aadhar Housing Finance Ltd
JBL050625,Jubilant Bevco Ltd
JBVL50625,Jubilant Beverages Ltd
814LDL28,Lodha Developers Ltd
656GIL30,Grasim Industries Ltd
652HUDCL28,Housing &Urban Development Corporation Ltd
986HCI27A,Hari And Company Investments Madras Private Ltd
895OPL27,360 One Prime Ltd
114AFSL28,Arman Financial Services Ltd
1150NCPL26,Neogrowth Credit Pvt Ltd
740VIT41,Vertis Infrastructure Trust
627PFCL27,Power Finance Corporation Ltd
778ABSL35,Aditya Birla Sun Life Insurance Company Ltd
659PFCL30,Power Finance Corporation Ltd
10SPPL28,Suruchi Properties Pvt Ltd
112KFL26,Keertana Finserv Ltd
CFSL110625,Credila Financial Services Ltd
1025NBSP26,Nirmal Bang Securities Pvt Ltd
637RECL27,Rec Ltd
670RECL29,Rec Ltd
690BHFL27,Bajaj Housing Finance Ltd
708BHFL30,Bajaj Housing Finance Ltd
12MML026,Midland Microfin Ltd
742DCBL32,Dalmia Cement (Bharat) Ltd
749DCBL35,Dalmia Cement (Bharat) Ltd
JSWEL12625,Jsw Energy Ltd
12MFLPERC,Muthoot Fincorp Ltd
975MML27A,Muthoot Mcred Ltd
970AXFPL28,Auxilo Finserve Pvt Ltd
758PFL28,Poonawalla Fincorp Ltd
950OFSL26,Oxyzo Financial Services Ltd
960OFSL27,Oxyzo Financial Services Ltd
85JMFC28,Jm Financial Credit Solutions Ltd
905ONEP28,360 One Prime Ltd
915BML27,Belstar Microfinance Ltd
1125IML027,Indel Money Ltd
114KFL26,Keertana Finserv Ltd
95PICAS27,Picasa-9.5%-23-2-27-Ptc
1150MBFL27,Manba Finance Ltd
915PFL27,Piramal Finance Ltd
925PFL30,Piramal Finance Ltd
91PFL27,Piramal Finance Ltd
10MCSLD27,Mcsl-17-6-27-Cp
725JDFI27,John Deere Financial India Pvt Ltd
1075NFL28,Navi Finserv Ltd
728IGIT35,Indigrid Infrastructure Trust
707IGIT30,Indigrid Infrastructure Trust
701IGIT29,Indigrid Infrastructure Trust
1230VFPL29,Varthana Finance Pvt Ltd
940ISCFL27,Indostar Capital Finance Ltd
94ISCFL27,Indostar Capital Finance Ltd
820HLFL28,Hinduja Leyland Finance Ltd
716KMPL28,Kotak Mahindra Prime Ltd
795HDBFS35,Hdb Financial Services Ltd
950SCL30,Sammaan Capital Ltd
975SCL35,Sammaan Capital Ltd
945SCL28,Sammaan Capital Ltd
945SCL29,Sammaan Capital Ltd
11AFL29,Aye Finance Ltd
114KFL28,Keertana Finserv Ltd
1070SISL27,Share India Securities Ltd
1075SISL27,Share India Securities Ltd
660RECL27,Rec Ltd
706RECL35,Rec Ltd
1142BFL27,Berar Finance Ltd
915HLFLPER,Hinduja Leyland Finance Ltd
93HCI28,Hari And Company Investments Madras Private Ltd
1140KFL28,Keertana Finserv Ltd
965HCI27,Hari And Company Investments Madras Private Ltd
14PCL29,Prachay Capital Ltd
13PCL29,Prachay Capital Ltd
14PCLD29,Prachay Capital Ltd
13PCLD29,Prachay Capital Ltd
13PCL2029,Prachay Capital Ltd
13PCL2029A,Prachay Capital Ltd
14PCL2029,Prachay Capital Ltd
1175MFL27,Moneyboxx Finance Ltd
965MFL028,Muthoot Fincorp Ltd
ABHF26625,Aditya Birla Housing Finance Ltd
695VIT28,Vertis Infrastructure Trust
10NFL27,Navi Finserv Ltd
740AVFL30,Aavas Financiers Ltd
1025HFL30,Hedge Finance Ltd
770PFL30,Poonawalla Fincorp Ltd
10HFL29,Hedge Finance Ltd
770PFL2035,Poonawalla Fincorp Ltd
680SMIL30,Samvardhana Motherson International Ltd
1180VFPL29,Varthana Finance Pvt Ltd
1225LXAA28,Loanx Alder Apr 2025
697EOPRE27,Embassy Office Parks Reit
1125MBFL27,Manba Finance Ltd
865AKCFL28,Ak Capital Finance Ltd
749RCFL28,Rashtriya Chemicals & Fertilizers Ltd
125ACAP28,Akara Capital Advisors Pvt Ltd
875OPL27,360 One Prime Ltd
10MML2028,Muthoot Mcred Ltd
1125BFL27,Berar Finance Ltd
1025AFL27,Aye Finance Ltd
1040AFL28,Aye Finance Ltd
1010HCI26,Hari And Company Investments Madras Private Ltd
10KFL2027,Kosamattam Finance Ltd
99FRIEZA26,Frieza 06 2025
8HLFL27,Hinduja Leyland Finance Ltd
729KMIL27,Kotak Mahindra Investments Ltd
733KMIL28,Kotak Mahindra Investments Ltd
865LGS1227,Liquid Gold Series 12
14DONN2527,Donn25-14%-17-01-27-Ptc
1110AFSL30,Arman Financial Services Ltd
784LBTL44,Lakadia Banaskantha Transco Ltd
77LBTL43,Lakadia Banaskantha Transco Ltd
LGS300625,Lgs-9%-22-7-27-Ptc
8EPPL45,Ekamaya Properties Pvt Ltd
8VPPL45A,Vypak Properties Pvt Ltd
11RSL26,Receivable Securitisation Trust 7
1275RST26,Rst-12.75%-31-8-26-Ptc
1195ESCP29,Earlysalary Services Pvt Ltd
85JMF28,Jm Financial Credit Solutions Ltd
85JMF28A,Jm Financial Credit Solutions Ltd
10HCI28,Hari And Company Investments Madras Private Ltd
