SYMBOL,NAME
GABRIEL,Gabriel India Limited
GAEL,Gujarat Ambuja Exports Limited
GAIL,Gail (India) Limited
GALAPREC,Gala Precision Engineering Limited
GALAXYSURF,Galaxy Surfactants Limited
GALLANTT,Gallantt Ispat Limited
GANDHAR,Gandhar Oil Refinery (India) Limited
GANDHITUBE,Gandhi Special Tubes Limited
GANECOS,Ganesha Ecosphere Limited
GANESHBE,Ganesh Benzoplast Limited
GANESHCP,Ganesh Consumer Products Limited
GANESHHOU,Ganesh Housing Limited
GANGAFORGE,Ganga Forging Limited
GANGESSECU,Ganges Securities Limited
GARFIBRES,Garware Technical Fibres Limited
GARUDA,Garuda Construction And Engineering Limited
GATECH,Gacm Technologies Limited
GATECHDVR,Gacm Technologies Limited
GATEWAY,Gateway Distriparks Limited
GAUDIUMIVF,Gaudium Ivf And Women Health Limited
GAYAHWS,Gayatri Highways Limited
GAYAPROJ,Gayatri Projects Limited
GCSL,Gretex Corporate Services Limited
GEECEE,Geecee Ventures Limited
GEEKAYWIRE,Geekay Wires Limited
GEMAROMA,Gem Aromatics Limited
GENCON,Generic Engineering Construction And Projects Limited
GENESYS,Genesys International Corporation Limited
GENUSPAPER,Genus Paper & Boards Limited
GENUSPOWER,Genus Power Infrastructures Limited
GEOJITFSL,Geojit Financial Services Limited
GESHIP,The Great Eastern Shipping Company Limited
GFLLIMITED,Gfl Limited
GHCL,Ghcl Limited
GHCLTEXTIL,Ghcl Textiles Limited
GICHSGFIN,Gic Housing Finance Limited
GICL,Globe International Carriers Limited
GICRE,General Insurance Corporation Of India
GILLANDERS,Gillanders Arbuthnot & Company Limited
GILLETTE,Gillette India Limited
GINNIFILA,Ginni Filaments Limited
GIPCL,Gujarat Industries Power Company Limited
GKENERGY,Gk Energy Limited
GKSL,Gujarat Kidney And Super Speciality Limited
GKWLIMITED,Gkw Limited
GLAND,Gland Pharma Limited
GLAXO,Glaxosmithkline Pharmaceuticals Limited
GLENMARK,Glenmark Pharmaceuticals Limited
GLFL,Gujarat Lease Financing Limited
GLOBAL,Global Education Limited
GLOBALE,Globale Tessile Limited
GLOBALVECT,Global Vectra Helicorp Limited
GLOBE,Globe Enterprises (India) Limited
GLOBECIVIL,Globe Civil Projects Limited
GLOBUSSPR,Globus Spirits Limited
GLOSTERLTD,Gloster Limited
GLOTTIS,Glottis Limited
GMBREW,Gm Breweries Limited
GMDCLTD,Gujarat Mineral Development Corporation Limited
GMMPFAUDLR,Gmm Pfaudler Limited
GMRAIRPORT,Gmr Airports Limited
GMRP&UI,Gmr Power And Urban Infra Limited
GNA,Gna Axles Limited
GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited
GNRL,Gujarat Natural Resources Limited
GOACARBON,Goa Carbon Limited
GOCLCORP,Gocl Corporation Limited
GOCOLORS,Go Fashion (India) Limited
GODAVARIB,Godavari Biorefineries Limited
GODFRYPHLP,Godfrey Phillips India Limited
GODIGIT,Go Digit General Insurance Limited
GODREJAGRO,Godrej Agrovet Limited
GODREJCP,Godrej Consumer Products Limited
GODREJIND,Godrej Industries Limited
GODREJPROP,Godrej Properties Limited
GOKEX,Gokaldas Exports Limited
GOKUL,Gokul Refoils And Solvent Limited
GOKULAGRO,Gokul Agro Resources Limited
GOLDENTOBC,Golden Tobacco Limited
GOLDIAM,Goldiam International Limited
GOLDTECH,Aion-Tech Solutions Limited
GOODLUCK,Goodluck India Limited
GOODYEAR,Goodyear India Limited
GOPAL,Gopal Snacks Limited
GOYALALUM,Goyal Aluminiums Limited
GPIL,Godawari Power And Ispat Limited
GPPL,Gujarat Pipavav Port Limited
GPTHEALTH,Gpt Healthcare Limited
GPTINFRA,Gpt Infraprojects Limited
GRANDOAK,Grand Oak Canyons Distillery Limited
GRANULES,Granules India Limited
GRAPHITE,Graphite India Limited
GRASIM,Grasim Industries Limited
GRAUWEIL,Grauer & Weil India Limited
GRAVISSHO,Graviss Hospitality Limited
GRAVITA,Gravita India Limited
GREAVESCOT,Greaves Cotton Limited
GREENLAM,Greenlam Industries Limited
GREENPANEL,Greenpanel Industries Limited
GREENPLY,Greenply Industries Limited
GREENPOWER,Orient Green Power Company Limited
GRINDWELL,Grindwell Norton Limited
GRINFRA,G R Infraprojects Limited
GRMOVER,Grm Overseas Limited
GROBTEA,The Grob Tea Company Limited
GROWW,Billionbrains Garage Ventures Limited
GRPLTD,Grp Limited
GRSE,Garden Reach Shipbuilders & Engineers Limited
GRWRHITECH,Garware Hi-Tech Films Limited
GSFC,Gujarat State Fertilizers & Chemicals Limited
GSLSU,Global Surfaces Limited
GSPCROP,Gsp Crop Science Limited
GSPL,Gujarat State Petronet Limited
GSS,Gss Infotech Limited
GTECJAINX,G-Tec Jainx Education Limited
GTL,Gtl Limited
GTLINFRA,Gtl Infrastructure Limited
GTPL,Gtpl Hathway Limited
GUFICBIO,Gufic Biosciences Limited
GUJALKALI,Gujarat Alkalies And Chemicals Limited
GUJAPOLLO,Gujarat Apollo Industries Limited
GUJGASLTD,Gujarat Gas Limited
GUJRAFFIA,Gujarat Raffia Industries Limited
GUJTHEM,Gujarat Themis Biosyn Limited
GULFOILLUB,Gulf Oil Lubricants India Limited
GULFPETRO,Gp Petroleums Limited
GULPOLY,Gulshan Polyols Limited
GVKPIL,Gvk Power & Infrastructure Limited
GVPIL,Ge Power India Limited
GVPTECH,Gvp Infotech Limited
GVT&D,Ge Vernova T&D India Limited
HAL,Hindustan Aeronautics Limited
HALDER,Halder Venture Limited
HALDYNGL,Haldyn Glass Limited
HALEOSLABS,Haleos Labs Limited
HAPPSTMNDS,Happiest Minds Technologies Limited
HAPPYFORGE,Happy Forgings Limited
HARDWYN,Hardwyn India Limited
HARIOMPIPE,Hariom Pipe Industries Limited
HARRMALAYA,Harrisons  Malayalam Limited
HARSHA,Harsha Engineers International Limited
HATHWAY,Hathway Cable & Datacom Limited
HATSUN,Hatsun Agro Product Limited
HAVELLS,Havells India Limited
HAVISHA,Sri Havisha Hospitality And Infrastructure Limited
HAWKINCOOK,Hawkins Cookers Limited
HBESD,Hb Estate Developers Limited
HBLENGINE,Hbl Engineering Limited
HBSL,Hb Stockholdings Limited
HCC,Hindustan Construction Company Limited
HCG,Healthcare Global Enterprises Limited
HCL-INSYS,Hcl Infosystems Limited
HCLTECH,Hcl Technologies Limited
HDBFS,Hdb Financial Services Limited
HDFCAMC,Hdfc Asset Management Company Limited
HDFCBANK,Hdfc Bank Limited
HDFCLIFE,Hdfc Life Insurance Company Limited
HDIL,Housing Development And Infrastructure Limited
HEADSUP,Heads Up Ventures Limited
HEALTHX,Health X Platform Limited
HECPROJECT,Hec Infra Projects Limited
HEG,Heg Limited
HEIDELBERG,Heidelbergcement India Limited
HEMIPROP,Hemisphere Properties India Limited
HERANBA,Heranba Industries Limited
HERITGFOOD,Heritage Foods Limited
HEROMOTOCO,Hero Motocorp Limited
HESTERBIO,Hester Biosciences Limited
HEXATRADEX,Hexa Tradex Limited
HEXT,Hexaware Technologies Limited
HFCL,Hfcl Limited
HGINFRA,H.G. Infra Engineering Limited
HGM,Handson Global Management (Hgm) Limited
HGS,Hinduja Global Solutions Limited
HIKAL,Hikal Limited
HILINFRA,Highway Infrastructure Limited
HILTON,Hilton Metal Forging Limited
HIMATSEIDE,Himatsingka Seide Limited
HINDALCO,Hindalco Industries Limited
HINDCOMPOS,Hindustan Composites Limited
HINDCON,Hindcon Chemicals Limited
HINDCOPPER,Hindustan Copper Limited
HINDOILEXP,Hindustan Oil Exploration Company Limited
HINDPETRO,Hindustan Petroleum Corporation Limited
HINDUNILVR,Hindustan Unilever Limited
HINDWAREAP,Hindware Home Innovation Limited
HINDZINC,Hindustan Zinc Limited
HIRECT,Hind Rectifiers Limited
HISARMETAL,Hisar Metal Industries Limited
HITECH,Hi-Tech Pipes Limited
HITECHCORP,Hitech Corporation Limited
HITECHGEAR,The Hi-Tech Gears Limited
HLEGLAS,Hle Glascoat Limited
HLVLTD,Hlv Limited
HMAAGRO,Hma Agro Industries Limited
HMT,Hmt Limited
HMVL,Hindustan Media Ventures Limited
HNDFDS,Hindustan Foods Limited
HOMEFIRST,Home First Finance Company India Limited
HONASA,Honasa Consumer Limited
HONAUT,Honeywell Automation India Limited
HONDAPOWER,Honda India Power Products Limited
HPAL,Hp Adhesives Limited
HPIL,Hindprakash Industries Limited
HPL,Hpl Electric & Power Limited
HSCL,Himadri Speciality Chemical Limited
HTMEDIA,Ht Media Limited
HUBTOWN,Hubtown Limited
HUDCO,Housing & Urban Development Corporation Limited
HUHTAMAKI,Huhtamaki India Limited
HYBRIDFIN,Hybrid Financial Services Limited
HYUNDAI,Hyundai Motor India Limited
IBULLSLTD,Indiabulls Limited
ICDSLTD,Icds Limited
ICEMAKE,Ice Make Refrigeration Limited
ICICIAMC,Icici Prudential Asset Management Company Limited
ICICIBANK,Icici Bank Limited
ICICIGI,Icici Lombard General Insurance Company Limited
ICICIPRULI,Icici Prudential Life Insurance Company Limited
ICIL,Indo Count Industries Limited
ICRA,Icra Limited
IDBI,Idbi Bank Limited
IDEA,Vodafone Idea Limited
IDEAFORGE,Ideaforge Technology Limited
IDFCFIRSTB,Idfc First Bank Limited
IEX,Indian Energy Exchange Limited
IFBAGRO,Ifb Agro Industries Limited
IFBIND,Ifb Industries Limited
IFCI,Ifci Limited
IFGLEXPOR,Ifgl Refractories Limited
IGARASHI,Igarashi Motors India Limited
IGCL,Indogulf Cropsciences Limited
IGIL,International Gemmological Institute (India) Limited
IGL,Indraprastha Gas Limited
IGPL,Ig Petrochemicals Limited
IIFL,Iifl Finance Limited
IIFLCAPS,Iifl Capital Services Limited
IITL,Industrial Investment Trust Limited
IKIO,Ikio Technologies Limited
IKS,Inventurus Knowledge Solutions Limited
IL&FSENGG,Il&Fs Engineering And Construction Company Limited
IL&FSTRANS,Il&Fs Transportation Networks Limited
IMAGICAA,Imagicaaworld Entertainment Limited
IMFA,Indian Metals & Ferro Alloys Limited
IMPAL,India Motor Parts And Accessories Limited
IMPEXFERRO,Impex Ferro Tech Limited
INA,Insolation Energy Limited
INCREDIBLE,Incredible Industries Limited
INDBANK,Indbank Merchant Banking Services Limited
INDGN,Indegene Limited
INDHOTEL,The Indian Hotels Company Limited
INDIACEM,The India Cements Limited
INDIAGLYCO,India Glycols Limited
INDIAMART,Indiamart Intermesh Limited
INDIANB,Indian Bank
INDIANCARD,Indian Card Clothing Company Limited
INDIANHUME,Indian Hume Pipe Company Limited
INDIASHLTR,India Shelter Finance Corporation Limited
INDIGO,Interglobe Aviation Limited
INDIGOPNTS,Indigo Paints Limited
INDIQUBE,Indiqube Spaces Limited
INDNIPPON,India Nippon Electricals Limited
INDOAMIN,Indo Amines Limited
INDOBORAX,Indo Borax & Chemicals Limited
INDOCO,Indoco Remedies Limited
INDOFARM,Indo Farm Equipment Limited
INDORAMA,Indo Rama Synthetics (India) Limited
INDOSTAR,Indostar Capital Finance Limited
INDOTECH,Indo Tech Transformers Limited
INDOTHAI,Indo Thai Securities Limited
INDOUS,Indo Us Biotech Limited
INDOWIND,Indowind Energy Limited
INDPRUD,Industrial & Prudential Investment Company Limited
INDRAMEDCO,Indraprastha Medical Corporation Limited
INDSWFTLAB,Ind-Swift Laboratories Limited
INDTERRAIN,Indian Terrain Fashions Limited
INDUSINDBK,Indusind Bank Limited
INDUSTOWER,Indus Towers Limited
INFOBEAN,Infobeans Technologies Limited
INFOMEDIA,Infomedia Press Limited
INFY,Infosys Limited
INGERRAND,Ingersoll Rand (India) Limited
INNOVACAP,Innova Captab Limited
INNOVANA,Innovana Thinklabs Limited
INNOVISION,Innovision Limited
INOXGREEN,Inox Green Energy Services Limited
INOXINDIA,Inox India Limited
INOXWIND,Inox Wind Limited
INSECTICID,Insecticides (India) Limited
INSPIRISYS,Inspirisys Solutions Limited
INTELLECT,Intellect Design Arena Limited
INTENTECH,Intense Technologies Limited
INTERARCH,Interarch Building Solutions Limited
INTLCONV,International Conveyors Limited
INVENTURE,Inventure Growth & Securities Limited
INVPRECQ,Investment & Precision Castings Limited
IOB,Indian Overseas Bank
IOC,Indian Oil Corporation Limited
IOLCP,Iol Chemicals And Pharmaceuticals Limited
IONEXCHANG,Ion Exchange (India) Limited
IPCALAB,Ipca Laboratories Limited
IPL,India Pesticides Limited
IRB,Irb Infrastructure Developers Limited
IRCON,Ircon International Limited
IRCTC,Indian Railway Catering And Tourism Corporation Limited
IREDA,Indian Renewable Energy Development Agency Limited
IRFC,Indian Railway Finance Corporation Limited
IRIS,Iris Regtech Solutions Limited
IRISDOREME,Iris Clothings Limited
IRMENERGY,Irm Energy Limited
ISFT,Intrasoft Technologies Limited
ISGEC,Isgec Heavy Engineering Limited
ISHANCH,Ishan Dyes And Chemicals Limited
ITC,Itc Limited
ITCHOTELS,Itc Hotels Limited
ITDC,India Tourism Development Corporation Limited
ITI,Iti Limited
IVALUE,Ivalue Infosolutions Limited
IVC,Il&Fs Investment Managers Limited
IVP,Ivp Limited
IWP,The Indian Wood Products Company Limited
IXIGO,Le Travenues Technology Limited
IZMO,Izmo Limited
J&KBANK,The Jammu & Kashmir Bank Limited
JAGRAN,Jagran Prakashan Limited
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
JAIBALAJI,Jai Balaji Industries Limited
JAICORPLTD,Jai Corp Limited
JAINREC,Jain Resource Recycling Limited
JAIPURKURT,Nandani Creation Limited
JAMNAAUTO,Jamna Auto Industries Limited
JARO,Jaro Institute Of Technology Management And Research Limited
JASH,Jash Engineering Limited
JAYAGROGN,Jayant Agro Organics Limited
JAYBARMARU,Jay Bharat Maruti Limited
JAYKAY,Jaykay Enterprises Limited
JAYNECOIND,Jayaswal Neco Industries Limited
JAYSREETEA,Jayshree Tea & Industries Limited
JBCHEPHARM,Jb Chemicals & Pharmaceuticals Limited
JBMA,Jbm Auto Limited
JETFREIGHT,Jet Freight Logistics Limited
JGCHEM,J.G.Chemicals Limited
JHS,Jhs Svendgaard Laboratories Limited
JINDALPHOT,Jindal Photo Limited
JINDALPOLY,Jindal Poly Films Limited
JINDALSAW,Jindal Saw Limited
JINDALSTEL,Jindal Steel Limited
JINDRILL,Jindal Drilling And Industries Limited
JINDWORLD,Jindal Worldwide Limited
JIOFIN,Jio Financial Services Limited
JISLDVREQS,Jain Irrigation Systems Limited
JISLJALEQS,Jain Irrigation Systems Limited
JITFINFRA,Jitf Infralogistics Limited
JKCEMENT,Jk Cement Limited
JKIL,J.Kumar Infraprojects Limited
JKIPL,Jinkushal Industries Limited
JKLAKSHMI,Jk Lakshmi Cement Limited
JKPAPER,Jk Paper Limited
JKTYRE,Jk Tyre & Industries Limited
JLHL,Jupiter Life Line Hospitals Limited
JMA,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL,Jm Financial Limited
JNKINDIA,Jnk India Limited
JOCIL,Jocil Limited
JPOLYINVST,Jindal Poly Investment And Finance Company Limited
JPPOWER,Jaiprakash Power Ventures Limited
JSFB,Jana Small Finance Bank Limited
JSL,Jindal Stainless Limited
JSLL,Jeena Sikho Lifecare Limited
JSWCEMENT,Jsw Cement Limited
JSWDULUX,Jsw Dulux Limited
JSWENERGY,Jsw Energy Limited
JSWHL,Jsw Holdings Limited
JSWINFRA,Jsw Infrastructure Limited
JSWSTEEL,Jsw Steel Limited
JTEKTINDIA,Jtekt India Limited
JTLIND,Jtl Industries Limited
JUBLCPL,Jubilant Agri And Consumer Products Limited
JUBLFOOD,Jubilant Foodworks Limited
JUBLINGREA,Jubilant Ingrevia Limited
JUBLPHARMA,Jubilant Pharmova Limited
JUNIPER,Juniper Hotels Limited
JUSTDIAL,Just Dial Limited
JWL,Jupiter Wagons Limited
JYOTHYLAB,Jyothy Labs Limited
JYOTICNC,Jyoti Cnc Automation Limited
JYOTISTRUC,Jyoti Structures Limited
KABRAEXTRU,Kabra Extrusion Technik Limited
KAJARIACER,Kajaria Ceramics Limited
KAKATCEM,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR,Sai Silks (Kalamandir) Limited
KALPATARU,Kalpataru Limited
KALYANI,Kalyani Commercials Limited
KALYANIFRG,Kalyani Forge Limited
KALYANKJIL,Kalyan Jewellers India Limited
KAMAHOLD,Kama Holdings Limited
KAMATHOTEL,Kamat Hotels (I) Limited
KAMDHENU,Kamdhenu Limited
KAMOPAINTS,Kamdhenu Ventures Limited
KANANIIND,Kanani Industries Limited
KANCHI,Kanchi Karpooram Limited
KANORICHEM,Kanoria Chemicals & Industries Limited
KANPRPLA,Kanpur Plastipack Limited
KANSAINER,Kansai Nerolac Paints Limited
KAPSTON,Kapston Services Limited
KARMAENG,Karma Energy Limited
KARURVYSYA,Karur Vysya Bank Limited
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited
KAYA,Kaya Limited
KAYNES,Kaynes Technology India Limited
KCP,Kcp Limited
KCPSUGIND,Kcp Sugar And Industries Corporation Limited
KDDL,Kddl Limited
KEC,Kec International Limited
KECL,Kirloskar Electric Company Limited
KEEPLEARN,Dsj Keep Learning Limited
KEI,Kei Industries Limited
KELLTONTEC,Kellton Tech Solutions Limited
KENNAMET,Kennametal India Limited
KERNEX,Kernex Microsystems (India) Limited
KESORAMIND,Kesoram Industries Limited
KEYFINSERV,Keynote Financial Services Limited
KFINTECH,Kfin Technologies Limited
KHADIM,Khadim India Limited
KHAICHEM,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD,Khaitan (India) Limited
KHANDSE,Khandwala Securities Limited
KICL,Kalyani Investment Company Limited
KILITCH,Kilitch Drugs (India) Limited
KIMS,Krishna Institute Of Medical Sciences Limited
KINGFA,Kingfa Science & Technology (India) Limited
KIOCL,Kiocl Limited
KIRANVYPAR,Kiran Vyapar Limited
KIRIINDUS,Kiri Industries Limited
KIRLFER,Kirloskar Ferrous Industries Limited
KIRLOSBROS,Kirloskar Brothers Limited
KIRLOSENG,Kirloskar Oil Engines Limited
KIRLOSIND,Kirloskar Industries Limited
KIRLPNU,Kirloskar Pneumatic Company Limited
KITEX,Kitex Garments Limited
KKCL,Kewal Kiran Clothing Limited
KLBRENG-B,Kilburn Engineering Limited
KMEW,Knowledge Marine & Engineering Works Limited
KMSUGAR,K.M.Sugar Mills Limited
KNAGRI,Kn Agri Resources Limited
KNRCON,Knr Constructions Limited
KOHINOOR,Kohinoor Foods Limited
KOKUYOCMLN,Kokuyo Camlin Limited
KOLTEPATIL,Kolte - Patil Developers Limited
KOPRAN,Kopran Limited
KOTAKBANK,Kotak Mahindra Bank Limited
KOTARISUG,Kothari Sugars And Chemicals Limited
KOTHARIPET,Kothari Petrochemicals Limited
KOTHARIPRO,Kothari Products Limited
KOTIC,Kothari Industrial Corporation Limited
KOTYARK,Kotyark Industries Limited
KOVAI,Kovai Medical Center & Hospital Limited
KPEL,K.P. Energy Limited
KPIGREEN,Kpi Green Energy Limited
KPIL,Kalpataru Projects International Limited
KPITTECH,Kpit Technologies Limited
KPL,Kwality Pharmaceuticals Limited
KPRMILL,K.P.R. Mill Limited
KRBL,Krbl Limited
KREBSBIO,Krebs Biochemicals And Industries Limited
KRIDHANINF,Kridhan Infra Limited
KRISHANA,Krishana Phoschem Limited
KRISHIVAL,Krishival Foods Limited
KRISHNADEF,Krishna Defence And Allied Industries Limited
KRITI,Kriti Industries (India) Limited
KRITIKA,Kritika Wires Limited
KRITINUT,Kriti Nutrients Limited
KRN,Krn Heat Exchanger And Refrigeration Limited
KRONOX,Kronox Lab Sciences Limited
KROSS,Kross Limited
KRSNAA,Krsnaa Diagnostics Limited
KRYSTAL,Krystal Integrated Services Limited
KSB,Ksb Limited
KSCL,Kaveri Seed Company Limited
KSHINTL,Ksh International Limited
KSHITIJPOL,Kshitij Polyline Limited
KSL,Kalyani Steels Limited
KSOLVES,Ksolves India Limited
KSR,Ksr Footwear Limited
KTKBANK,The Karnataka Bank Limited
KUANTUM,Kuantum Papers Limited
KWIL,Kwality Wall'S (India) Limited
LAGNAM,Lagnam Spintex Limited
LAHOTIOV,Lahoti Overseas Limited
LAKPRE,Lakshmi Precision Screws Limited
LAL,Lorenzini Apparels Limited
LALPATHLAB,Dr. Lal Path Labs Ltd.
LAMBODHARA,Lambodhara Textiles Limited
LANCORHOL,Lancor Holdings Limited
LANDMARK,Landmark Cars Limited
LANDSMILL,Landsmill Green Limited
LAOPALA,La Opala Rg Limited
LASA,Lasa Supergenerics Limited
LATENTVIEW,Latent View Analytics Limited
LATTEYS,Latteys Industries Limited
LAURUSLABS,Laurus Labs Limited
LAXMICOT,Laxmi Cotspin Limited
LAXMIDENTL,Laxmi Dental Limited
LAXMIINDIA,Laxmi India Finance Limited
LCCINFOTEC,Lcc Infotech Limited
LEMERITE,Le Merite Exports Limited
LEMONTREE,Lemon Tree Hotels Limited
LENSKART,Lenskart Solutions Limited
LEXUS,Lexus Granito (India) Limited
LFIC,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD,Lg Balakrishnan & Bros Limited
LGEINDIA,Lg Electronics India Limited
LGHL,Laxmi Goldorna House Limited
LIBAS,Libas Consumer Products Limited
LIBERTSHOE,Liberty Shoes Limited
LICHSGFIN,Lic Housing Finance Limited
LICI,Life Insurance Corporation Of India
LIKHITHA,Likhitha Infrastructure Limited
LINC,Linc Limited
LINCOLN,Lincoln Pharmaceuticals Limited
LINDEINDIA,Linde India Limited
LLOYDSENGG,Lloyds Engineering Works Limited
LLOYDSENT,Lloyds Enterprises Limited
LLOYDSME,Lloyds Metals And Energy Limited
LMW,Lmw Limited
LODHA,Lodha Developers Limited
LOKESHMACH,Lokesh Machines Limited
LORDSCHLO,Lords Chloro Alkali Limited
LOTUSDEV,Sri Lotus Developers And Realty Limited
LOTUSEYE,Lotus Eye Hospital And Institute Limited
LOVABLE,Lovable Lingerie Limited
LOYALTEX,Loyal Textile Mills Limited
LPDC,Landmark Property Development Company Limited
LT,Larsen & Toubro Limited
LTF,L&T Finance Limited
LTFOODS,Lt Foods Limited
LTM,Ltm Limited
LTTS,L&T Technology Services Limited
LUMAXIND,Lumax Industries Limited
LUMAXTECH,Lumax Auto Technologies Limited
LUPIN,Lupin Limited
LUXIND,Lux Industries Limited
LXCHEM,Laxmi Organic Industries Limited
LYKALABS,Lyka Labs Limited
LYPSAGEMS,Lypsa Gems & Jewellery Limited
M&M,Mahindra & Mahindra Limited
M&MFIN,Mahindra & Mahindra Financial Services Limited
MAANALU,Maan Aluminium Limited
MACPOWER,Macpower Cnc Machines Limited
MADHAV,Madhav Marbles And Granites Limited
MADHAVIPL,Madhav Infra Projects Limited
MADHUCON,Madhucon Projects Limited
MADRASFERT,Madras Fertilizers Limited
MAFATIND,Mafatlal Industries Limited
MAGADSUGAR,Magadh Sugar & Energy Limited
MAGNUM,Magnum Ventures Limited
MAHABANK,Bank Of Maharashtra
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
MAHASTEEL,Mahamaya Steel Industries Limited
MAHEPC,Mahindra Epc Irrigation Limited
MAHESHWARI,Maheshwari Logistics Limited
MAHLIFE,Mahindra Lifespace Developers Limited
MAHLOG,Mahindra Logistics Limited
MAHSCOOTER,Maharashtra Scooters Limited
MAHSEAMLES,Maharashtra Seamless Limited
MAITHANALL,Maithan Alloys Limited
MAJESAUT,Majestic Auto Limited
MALLCOM,Mallcom (India) Limited
MALUPAPER,Malu Paper Mills Limited
MAMATA,Mamata Machinery Limited
MANAKALUCO,Manaksia Aluminium Company Limited
MANAKCOAT,Manaksia Coated Metals & Industries Limited
MANAKSIA,Manaksia Limited
MANAKSTEEL,Manaksia Steels Limited
MANALIPETC,Manali Petrochemicals Limited
MANAPPURAM,Manappuram Finance Limited
MANBA,Manba Finance Limited
MANCREDIT,Mangal Credit And Fincorp Limited
MANGALAM,Mangalam Drugs And Organics Limited
MANGLMCEM,Mangalam Cement Limited
MANINDS,Man Industries (India) Limited
MANINFRA,Man Infraconstruction Limited
MANKIND,Mankind Pharma Limited
MANOMAY,Manomay Tex India Limited
MANORAMA,Manorama Industries Limited
MANORG,Mangalam Organics Limited
MANUGRAPH,Manugraph India Limited
MANYAVAR,Vedant Fashions Limited
MAPMYINDIA,C.E. Info Systems Limited
MARALOVER,Maral Overseas Limited
MARATHON,Marathon Nextgen Realty Limited
MARICO,Marico Limited
MARINE,Marine Electricals (India) Limited
MARKOLINES,Markolines Pavement Technologies Limited
MARKSANS,Marksans Pharma Limited
MARSONS,Marsons Limited
MARUTI,Maruti Suzuki India Limited
MASFIN,Mas Financial Services Limited
MASKINVEST,Mask Investments Limited
MASTEK,Mastek Limited
MASTERTR,Master Trust Limited
MATRIMONY,Matrimony.Com Limited
MAWANASUG,Mawana Sugars Limited
MAXESTATES,Max Estates Limited
MAXHEALTH,Max Healthcare Institute Limited
MAXIND,Max India Limited
MAYURUNIQ,Mayur Uniquoters Ltd
MAZDA,Mazda Limited
MAZDOCK,Mazagon Dock Shipbuilders Limited
MBAPL,Madhya Bharat Agro Products Limited
MBEL,M & B Engineering Limited
MBLINFRA,Mbl Infrastructure Limited
MCCHRLS-B,Mac Charles India Limited
MCL,Madhav Copper Limited
MCLEODRUSS,Mcleod Russel India Limited
MCLOUD,Magellanic Cloud Limited
MCX,Multi Commodity Exchange Of India Limited
MEDANTA,Global Health Limited
MEDIASSIST,Medi Assist Healthcare Services Limited
MEDICAMEQ,Medicamen Biotech Limited
MEDICO,Medico Remedies Limited
MEDPLUS,Medplus Health Services Limited
MEESHO,Meesho Limited
MEGASTAR,Megastar Foods Limited
MEIL,Mangal Electrical Industries Limited
MENNPIS,Menon Pistons Limited
MENONBE,Menon Bearings Limited
MEP,Mep Infrastructure Developers Limited
MERCANTILE,Mercantile Ventures Limited
METROBRAND,Metro Brands Limited
METROGLOBL,Metroglobal Limited
METROPOLIS,Metropolis Healthcare Limited
MFML,Mahalaxmi Fabric Mills Limited
MFSL,Max Financial Services Limited
MGEL,Mangalam Global Enterprise Limited
MGL,Mahanagar Gas Limited
MHLXMIRU,Mahalaxmi Rubtech Limited
MHRIL,Mahindra Holidays & Resorts India Limited
MICEL,Mic Electronics Limited
MIDHANI,Mishra Dhatu Nigam Limited
MIDWESTLTD,Midwest Limited
MINDACORP,Minda Corporation Limited
MINDTECK,Mindteck (India) Limited
MIRCELECTR,Mirc Electronics Limited
MIRZAINT,Mirza International Limited
MITCON,Mitcon Consultancy & Engineering Services Limited
MITTAL,Mittal Life Style Limited
MKPL,M K Proteins Limited
MMFL,Mm Forgings Limited
MMP,Mmp Industries Limited
MMTC,Mmtc Limited
MMWL,Media Matrix Worldwide Limited
MOBIKWIK,One Mobikwik Systems Limited
MODINATUR,Modi Naturals Limited
MODIRUBBER,Modi Rubber Limited
MODIS,Modis Navnirman Limited
MODISONLTD,Modison Limited
MODTHREAD,Modern Threads (India) Limited
MOHITIND,Mohit Industries Limited
MOIL,Moil Limited
MOKSH,Moksh Ornaments Limited
MOL,Meghmani Organics Limited
MOLDTECH,Mold-Tek Technologies Limited
MOLDTKPAC,Mold-Tek Packaging Limited
MONARCH,Monarch Networth Capital Limited
MONEYBOXX,Moneyboxx Finance Limited
MONTECARLO,Monte Carlo Fashions Limited
MOREPENLAB,Morepen Laboratories Limited
MOSCHIP,Moschip Technologies Limited
MOTHERSON,Samvardhana Motherson International Limited
MOTILALOFS,Motilal Oswal Financial Services Limited
MOTISONS,Motisons Jewellers Limited
MOTOGENFIN,The Motor & General Finance Limited
MPHASIS,Mphasis Limited
MPSLTD,Mps Limited
MRF,Mrf Limited
MRPL,Mangalore Refinery And Petrochemicals Limited
MSPL,Msp Steel & Power Limited
MSTCLTD,Mstc Limited
MSUMI,Motherson Sumi Wiring India Limited
MTARTECH,Mtar Technologies Limited
MTEDUCARE,Mt Educare Limited
