SYMBOL,NAME
BEMHY,Bemco Hydraulics Ltd
ANSALBU,Ansal Buildwell Ltd
WEIZMANIND,Weizmann Ltd
BNRSEC,Bn Rathi Securities Ltd
RISHITECH,Rishi Techtex Ltd
SINCLAIR,Sinclairs Hotels Ltd
SAFARI,Safari Industries India Ltd
ADSDIAG,A D S Diagnostics Ltd
ZBINTXPP,Binayak Tex Processors Ltd
JJFINCOR,Jj Finance Corporation Ltd
COSMOFE,Cosmo Ferrites Ltd
CROPSTER,Cropster Agro Ltd
FUTURSEC,Futuristic Securities Ltd
SANCTRN,Sanco Trans Ltd
THRIVE,Thrive Future Habitats Ltd
EIHAHOTELS,Eih Associated Hotels Ltd
MEDICAPQ,Medi Caps Ltd
FOSECOC,Foseco Crucible (India) Ltd
BAPACK,B&A Packaging India Ltd
KOKUYOCMLN,Kokuyo Camlin Ltd
BHARATSE,Bharat Seats Ltd
CONTPTR,Continental Petroleums Ltd
NBFOOT,Nb Footwear Ltd
MACPLASQ,Machino Plastics Ltd
PEARLPOLY,Pearl Polymers Ltd
VENKEYS,Venkys (India) Ltd
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd
SUPERHOUSE,Superhouse Ltd
RAMAVISION,Rama Vision Ltd
TCPLPACK,Tcpl Packaging Ltd
SHRIGANG,Shri Gang Industries & Allied Products Ltd
PURITY,Purity Flexpack Ltd
BALMLAWRIE,Balmer Lawrie & Company Ltd
KOVAI,Kovai Medical Center & Hospital Ltd
ELDEHSG,Eldeco Housing & Industries Ltd
MICROSE,Microse India Ltd
STDSHOE,Standard Shoe Sole And Mould (India) Ltd
DCMSHRIRAM,Dcm Shriram Ltd
DCMSRIND,Dcm Shriram Industries Ltd
MAWANASUG,Mawana Sugars Ltd
MINID,Mini Diamonds India Ltd
MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd
NILKAMAL,Nilkamal Ltd
HOM,Homre Ltd
NAHARPOLY,Nahar Polyfilms Ltd
3MINDIA,3M India Ltd
BOSCH-HCIL,Bosch Home Comfort India Ltd
JMFINANCIL,Jm Financial Ltd
ADCINDIA,Adc India Communications Ltd
TNTELE,Tamilnadu Telecommunications Ltd
SUNRAJDI,Sunraj Diamond Exports Ltd
RIIL,Reliance Industrial Infrastructure Ltd
SHARP,Sharp India Ltd
LINDEINDIA,Linde India Ltd
INDBNK,Ind Bank Housing Ltd
JAIMATAG,Jai Mata Glass Ltd
LOTUSCHO,Lotus Chocolate Company Ltd
PACIFICI,Pacific Industries Ltd
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd
UNIOFFICE,Universal Office Automation Ltd
APMIN,Apm Industries Ltd
PRECWIRE,Precision Wires India Ltd
KRYPTONQ,Krypton Industries Ltd
SWISSMLTRY,Swiss Military Consumer Goods Ltd
MARBU,Martin Burn Ltd
FEL,Future Enterprises Ltd
INDTONER,Indian Toners & Developers Ltd
KUNSTOFF,Kunststoffe Industries Ltd
SCI,Shipping Corporation Of India Ltd
SIKA,Sika Interplant Systems Ltd
ITI,Iti Ltd
DREDGECORP,Dredging Corporation Of India Ltd
PHRMASI,Phaarmasia Ltd
NFL,National Fertilizers Ltd
IPRINGLTD,Ip Rings Ltd
PIIND,Pi Industries Ltd
PLASTIBLEN,Plastiblends India Ltd
YASHINNO,Yash Innoventures Ltd
KKPLASTICK,Kkalpana Plastick Ltd
WATERBASE,Waterbase Ltd
FLEXFO,Flex Foods Ltd
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd
APCOTEXIND,Apcotex Industries Ltd
FORTISMLR,Fortis Malar Hospitals Ltd
MASTEK,Mastek Ltd
EIMCOELECO,Eimco Elecon (India) Ltd
SAYAJIHOTL,Sayaji Hotels Ltd
ASHIANA,Ashiana Housing Ltd
SVAMSOF,Svam Software Ltd
ECOBOAR,Ecoboard Industries Ltd
DVL,Dhunseri Ventures Ltd
TIHIL,Trans India House Impex Ltd
MAHEPC,Mahindra Epc Irrigation Ltd
MITSHI,Mitshi India Ltd
SHUKJEW,Shukra Jewellery Ltd
MAZDA,Mazda Ltd
VHLTD,Viceroy Hotels Ltd
SOVERDIA,Sovereign Diamonds Ltd
MENONBE,Menon Bearings Ltd
MUKATPIP,Mukat Pipes Ltd
GUJRAFFIA,Gujarat Raffia Industries Ltd
SIMPLEXINF,Simplex Infrastructures Ltd
INNOVTEC,Innovative Tech Pack Ltd
SUPTANERY,Super Tannery Ltd
CONSTRONIC,Constronics Infra Ltd
AXTEL,Axtel Industries Ltd
GRANDOAK,Grand Oak Canyons Distillery Ltd
EASTINDIA,East India Drums And Barrels Manufacturing Ltd
VRWODAR,Vr Woodart Ltd
POONAWALLA,Poonawalla Fincorp Ltd
KINGFA,Kingfa Science & Technology (India) Ltd
PATIDAR,Patidar Buildcon Ltd
RAMAPHO,Rama Phosphates Ltd
VENLONENT,Venlon Enterprises Ltd
PETPLST,Pet Plastics Ltd
POLYPLEX,Polyplex Corporation Ltd
PANIDPR,Panther Industrial Products Ltd
ALBERTDAVD,Albert David Ltd
HARLETH,Haryana Leather Chemicals Ltd
CARYSIL,Carysil Ltd
KABRAEXTRU,Kabra Extrusiontechnik Ltd
VINYLINDIA,Vinyl Chemicals (India) Ltd
PCCOSMA,Pee Cee Cosma Sope Ltd
TCMLMTD,Tcm Ltd
IOLCP,Iol Chemicals & Pharmaceuticals Ltd
KESARPE,Kesar Petroproducts Ltd
VINATIORGA,Vinati Organics Ltd
LACTOSE,Lactose India Ltd
TEEAI,Teesta Agro Industries Ltd
AARTIIND,Aarti Industries Ltd
PNTKYOR,Pentokey Organy India Ltd
WANBURY,Wanbury Ltd
RESONANCE,Resonance Specialties Ltd
GAEL,Gujarat Ambuja Exports Ltd
RCF,Rashtriya Chemicals And Fertilizers Ltd
GUJINJEC,Gujarat Inject Kerala Ltd
KOPRAN,Kopran Ltd
AIMCOPEST,Aimco Pesticides Ltd
GUJTERC,Gujarat Terce Laboratories Ltd
KABRADG,Kabra Drugs Ltd
SEYAIND,Seya Industries Ltd
JAYAGROGN,Jayant Agro Organics Ltd
BCLIND,Bcl Industries Ltd
SHHARICH,Shree Hari Chemicals Export Ltd
INDOBORAX,Indo Borax & Chemicals Ltd
AARTIDRUGS,Aarti Drugs Ltd
BODALCHEM,Bodal Chemicals Ltd
ORCHPHARMA,Orchid Pharma Ltd
VIMTALABS,Vimta Labs Ltd
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd
ISHITADR,Ishita Drugs & Industries Ltd
MARKSANS,Marksans Pharma Ltd
UNIVSTAR,Universal Starch Chem Allied Ltd
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd
NORRIS,Norris Medicines Ltd
ASINPET,Asian Petroproducts & Exports Ltd
CAMEXLTD,Camex Ltd
EVEXIA,Evexia Lifecare Ltd
INDOEURO,Indo Euro Indchem Ltd
SYNCOMF,Syncom Formulations India Ltd
RIDDHI,Riddhi Siddhi Gluco Biols Ltd
SVCIND,Svc Industries Ltd
IPCALAB,Ipca Laboratories Ltd
KILITCH,Kilitch Drugs India Ltd
RAAJMEDI,Raaj Medisafe India Ltd
CORALAB,Coral Laboratories Ltd
TULASEEBIOE,Tulasee Bio Ethanol Ltd
BACPHAR,Bacil Pharma Ltd
KREBSBIO,Krebs Biochemicals & Industries Ltd
KMCSHIL,Kmc Speciality Hospitals (India) Ltd
LAFFANSQ,Laffans Petrochemicals Ltd
BHASKAGR,Bhaskar Agrochemicals Ltd
SUKHJITS,Sukhjit Starch & Chemicals Ltd
SHARMEH,Sharma East India Hospitals & Medical Research Ltd
NEULANDLAB,Neuland Laboratories Ltd
GAYATRIBI,Gayatri Bioorganics Ltd
PODDARMENT,Poddar Pigments Ltd
PHARMAID,Pharmaids Pharmaceuticals Ltd
VIVIDIND,Vivid Global Industries Ltd
PRIYALT,Priya Ltd
TIRUSTA,Tirupati Starch & Chemicals Ltd
HEMORGANIC,Hemo Organic Ltd
JAYSYNTH,Jaysynth Orgochem Ltd
AEONXDIGI,Aeonx Digital Technology Ltd
AKSHARCHEM,Aksharchem India Ltd
BANDARAM,Bandaram Pharma Packtech Ltd
ADLINE,Adline Chem Lab Ltd
BERLDRG,Beryl Drugs Ltd
INDXTRA,Iel Ltd
ISTRNETWK,Istreet Network Ltd
GAGAN,Gagan Gases Ltd
PARKERAC,Parker Agrochem Exports Ltd
SHUKRAPHAR,Shukra Pharmaceuticals Ltd
ALUFLUOR,Alufluoride Ltd
OXYGENTAPH,Oxygenta Pharmaceutical Ltd
ARCHITORG,Archit Organosys Ltd
SIKOZY,Sikozy Realtors Ltd
INDOAMIN,Indo Amines Ltd
NATCAPSUQ,Natural Capsules Ltd
WELCURE,Welcure Drugs & Pharmaceuticals Ltd
BIBCL,Bharat Immunologicals & Biologicals Corporation Ltd
SOTL,Savita Oil Technologies Ltd
HESTERBIO,Hester Biosciences Ltd
KABSON,Kabsons Industries Ltd
BASANTGL,Basant Agro Tech India Ltd
SANDUPHQ,Sandu Pharmaceuticals Ltd
NACLIND,Nacl Industries Ltd
VISTAPH,Vista Pharmaceuticals Ltd
SUNPHARMA,Sun Pharmaceutical Industries Ltd
TITANBIO,Titan Biotech Ltd
JENBURPH,Jenburkt Pharmaceuticals Ltd
HIKAL,Hikal Ltd
CAPLIPOINT,Caplin Point Laboratories Ltd
FISCHER,Fischer Medical Ventures Ltd
LINKPH,Link Pharma Chem Ltd
DECIPHER,Decipher Labs Ltd
EMMESSA,Emmessar Biotech & Nutrition Ltd
NGLFINE,Ngl Fine Chem Ltd
EVERESTO,Everest Organics Ltd
AUROPHARMA,Aurobindo Pharma Ltd
PHYTO,Phyto Chem India Ltd
NATCOPHARM,Natco Pharma Ltd
DYNAMIND,Dynamic Industries Ltd
PANAMAPET,Panama Petrochem Ltd
BALPHARMA,Bal Pharma Ltd
BDH,Bdh Industries Ltd
JAUSPOL,Jauss Polymers Ltd
GLOBUSCON,Globus Constructors & Developers Ltd
CUBEXTUB,Cubex Tubings Ltd
POLYCHMP,Polymechplast Machines Ltd
STELLANT,Stellant Securities (India) Ltd
GALXBRG,Galaxy Bearings Ltd
VINRKLB,Rekvina Laboratories Ltd
SCAGRO,Sc Agrotech Ltd
RALEGRA,Ravileela Granites Ltd
UNRYLMA,Uniroyal Marine Exports Ltd
KARANWO,Karan Woo Sin Ltd
SHERVANI,Shervani Industrial Syndicate Ltd
BNAGROCHEM,Bn Agrochem Ltd
SUPERTEX,Supertex Industries Ltd
SHETR,Shetron Ltd
TRABI,Transgene Biotek Ltd
MPL,Mpl Plastics Ltd
NIKHILAD,Nikhil Adhesives Ltd
SPENTA,Spenta International Ltd
MULTIBASE,Multibase India Ltd
ANDREWYU,Andrew Yule & Company Ltd
LUDLOWJUT,Ludlow Jute & Specialities Ltd
ASHRAM,Ashram Online.Com Ltd
ROYALCU,Royal Cushion Vinyl Products Ltd
SURJIND,Suraj Industries Ltd
HITECHCORP,Hitech Corporation Ltd
BLOOM,Bloom Dekor Ltd
FILATEX,Filatex India Ltd
STDSFAC,Standard Surfactants Ltd
MORGAN,Morgan Ventures Ltd
AMRAPLIN,Amrapali Industries Ltd
PREMEXPLN,Premier Explosives Ltd
MIDEASTP,Mid East Portfolio Management Ltd
MOLDTECH,Mold-Tek Technologies Ltd
CRSTCHM,Crestchem Ltd
MPHASIS,Mphasis Ltd
DIVSHKT,Divyashakti Ltd
ORIENTLTD,Orient Press Ltd
ADVMULT,Advance Multitech Ltd
SHREYASI,Shreyas Intermediates Ltd
PANJON,Panjon Ltd
NIRBHAYIND,Nirbhay Colours India Ltd
DUROPACK,Duro Pack Ltd
SWARNSAR,Swarnsarita Jewels India Ltd
GANESHHOU,Ganesh Housing Ltd
NMDC,Nmdc Ltd
CINDHO,Cindrella Hotels Ltd
PATINTLOG,Patel Integrated Logistics Ltd
ALPHAGEO,Alphageo (India) Ltd
HAMPTON,Hampton Sky Realty Ltd
KKALPANAIND,Kkalpana Industries (India) Ltd
OKPLA,Ok Play India Ltd
KRITI,Kriti Industries India Ltd
WELTI,Welterman International Ltd
ASMTEC,Asm Technologies Ltd
PERFEPA,Perfectpac Ltd
AMBIT,Ambitious Plastomac Company Ltd
VISIONCINE,Vision Cinemas Ltd
AEIM,Artificial Electronics Intelligent Material Ltd
INDRANIB,Indrayani Biotech Ltd
EUROLED,Euro Leder Fashion Ltd
WINSOMBR,Winsome Breweries Ltd
ELEFLOR,Elegant Floriculture & Agrotech India Ltd
SAENTER,South Asian Enterprises Ltd
SKYIND,Sky Industries Ltd
PHOENXINTL,Phoenix International Ltd
BHUDEVI,Bhudevi Infra Projects Ltd
PRATIK,Pratik Panels Ltd
RISHIROOP,Rishiroop Ltd
PROMACT,Promact Plastics Ltd
STRGRENWO,Sterling Green Woods Ltd
SYSTMTXC,Systematix Corporate Services Ltd
SHAHISHIP,Shahi Shipping Ltd
ALPINEHOU,Alpine Housing Development Corporation Ltd
WWALUM,Worldwide Aluminium Ltd
IIRM,Iirm Holdings India Ltd
SFPIL,Square Four Projects India Ltd
SGLRES,Sgl Resources Ltd
CHOKSILA,Choksi Laboratories Ltd
CCHHL,Country Club Hospitality & Holidays Ltd
SALGUTI,Salguti Industries Ltd
MIDWEST,Midwest Gold Ltd
ENTRINT,Enterprise International Ltd
TPLPLASTEH,Tpl Plastech Ltd
WIMPLAST,Wim Plast Ltd
PHOTOQUP,Photoquip India Ltd
LIBERTSHOE,Liberty Shoes Ltd
LIPPISYS,Lippi Systems Ltd
ELECTHERM,Electrotherm (India) Ltd
BLUEDART,Blue Dart Express Ltd
EXPOEAPL,Expo Engineering And Projects Ltd
NATPLAS,National Plastic Industries Ltd
MFLINDIA,Mfl India Ltd
AJWAFUN,Ajwa Fun World & Resort Ltd
TEXELIN,Texel Industries Ltd
RAYALEMA,Royale Manor Hotels & Industries Ltd
MIRZAINT,Mirza International Ltd
TFCILTD,Tourism Finance Corporation Of India Ltd
THAKDEV,Thakkers Developers Ltd
ARENTERP,Rajdarshan Industries Ltd
BIL,Bhartiya International Ltd
KAMATHOTEL,Kamat Hotels (India) Ltd
TIRTPLS,Tirth Plastic Ltd
KEEPLEARN,Dsj Keep Learning Ltd
ECOPLAST,Ecoplast Ltd
ELEMARB,Elegant Marbles & Grani Industries Ltd
BITS,Bits Ltd
ADARSHPL,Adarsh Plant Protect Ltd
HPBL,Hcp Plastene Bulkpack Ltd
NICCOPAR,Nicco Parks & Resorts Ltd
NTCIND,Ntc Industries Ltd
SANDESH,Sandesh Ltd
GARNET,Garnet Construction Ltd
GOLDIAM,Goldiam International Ltd
BRIGHTBR,Bright Brothers Ltd
SHAWGELTIN,Narmada Gelatines Ltd
PGFOILQ,Pg Foils Ltd
GRATEXI,Gratex Industries Ltd
VELHO,Velan Hotels Ltd
HOWARHO,Howard Hotels Ltd
VALIANT,Valiant Communications Ltd
DRAGARWQ,Dr Agarwals Eye Hospital Ltd
MHSGRMS,Mahasagar Travels Ltd
GREENPLY,Greenply Industries Ltd
SEAMECLTD,Seamec Ltd
RAGHUNAT,Raghunath International Ltd
CHEVIOT,Cheviot Company Ltd
DAICHI,Dai-Ichi Karkaria Ltd
RAJINFRA,Rajeswari Infrastructure Ltd
SPICEISLIN,Spice Islands Industries Ltd
CONFIPET,Confidence Petroleum India Ltd
SIPL,Shelter Infra Projects Ltd
SHAKTIPR,Shakti Press Ltd
ASHSI,Ashirwad Steels & Industries Ltd
BANARBEADS,Banaras Beads Ltd
AREXMIS,Arex Industries Ltd
BI,Bilcare Ltd
ISFL,Isf Ltd
RISHILASE,Rishi Laser Ltd
JAINCO,Jainco Projects India Ltd
KUMPFIN,Kumbhat Financial Services Ltd
INTECCAP,Intec Capital Ltd
RAJSEC,Rajasthan Securities Ltd
SIDDHEGA,Siddheswari Garments Ltd
63MOONS,63 Moons Technologies Ltd
SHIKHAR,Shikhar Consultants Ltd
SARLAPOLY,Sarla Performance Fibers Ltd
INDOCRED,Indo Credit Capital Ltd
MKTCREAT,Market Creators Ltd
HFIL,Himalaya Food International Ltd
SONALAD,Sonal Adhesives Ltd
PADMAIND,Padmanabh Industries Ltd
21STCENMGM,Twentyfirst Century Management Services Ltd
HRYNSHP,Hariyana Ship Breakers Ltd
KALIND,Kalind Ltd
VAICC,Vaishno Cement Company Ltd
TYROON,Tyroon Tea Company Ltd
LAOPALA,La Opala Rg Ltd
STYLAMIND,Stylam Industries Ltd
VENUSREM,Venus Remedies Ltd
LASTMILE,Last Mile Enterprises Ltd
GUJCRAFT,Gujarat Craft Industries Ltd
HEERAISP,Heera Ispat Ltd
DHOOTIN,Dhoot Industrial Finance Ltd
CRIMSON,Crimson Metal Engineering Company Ltd
SHBAJRG,Shri Bajrang Alliance Ltd
URJA,Urja Global Ltd
ASHAPURMIN,Ashapura Minechem Ltd
SHREEPAC,Shree Pacetronix Ltd
GUJALKALI,Gujarat Alkalies And Chemicals Ltd
INDIACEM,India Cements Ltd
JKTYRE,Jk Tyre & Industries Ltd
SIL,Standard Industries Ltd
JUBLPHARMA,Jubilant Pharmova Ltd
THEINVEST,The Investment Trust Of India Ltd
SAMYAKINT,Samyak International Ltd
AADIIND,Aadi Industries Ltd
SPARKLEGR,Sparkle Gold Rock Ltd
ACKNIT,Acknit Industries Ltd
TITANSEC,Titan Securities Ltd
REALECO,Real Eco-Energy Ltd
VIVANZA,Vivanza Biosciences Ltd
YASHRAJC,Yashraj Containeurs Ltd
LORDSHOTL,Lords Ishwar Hotels Ltd
CSLFINANCE,Csl Finance Ltd
SANGHVIMOV,Sanghvi Movers Ltd
ANTELOPUS,Antelopus Selan Energy Ltd
PURETROP,Puretrop Fruits  Ltd
FAZE3Q,Faze Three Ltd
ANUPAM,Anupam Finserv Ltd
RAJPACK,Raj Packaging Industries Ltd
PRIVISCL,Privi Speciality Chemicals Ltd
NATRAJPR,Natraj Proteins Ltd
SAMRATPH,Samrat Pharmachem Ltd
NPRFIN,Npr Finance Ltd
NILE,Nile Ltd
AMCOIND,Amco India Ltd
OPTIEMUS,Optiemus Infracom Ltd
KREONFIN,Kreon Finnancial Services Ltd
GYANDEV,Gyan Developers & Builders Ltd
KISAN,Kisan Mouldings Ltd
KERALAYUR,Kerala Ayurveda Ltd
MONGIPA,Moongipa Capital Finance Ltd
MOHITPPR,Mohit Paper Mills Ltd
DAULAT,Daulat Securities Ltd
ODYSSEY,Odyssey Technologies Ltd
RSCINT,Rsc International Ltd
SURATRAML,Surat Trade And Mercantile Ltd
ATHARVENT,Atharv Enterprises Ltd
FUNDVISER,Fundviser Capital (India) Ltd
THEMISMED,Themis Medicare Ltd
KALLAM,Kallam Textiles Ltd
BRAWN,Brawn Biotech Ltd
FORINTL,Fortune International Ltd
KINGSINFR,Kings Infra Ventures Ltd
SWOJAS,Swojas Foods Ltd
NUTRICIRCLE,Nutricircle Ltd
SUBSM,Subhash Silk Mills Ltd
AUROLAB,Auro Laboratories Ltd
KJMCFIN,Kjmc Financial Services Ltd
SUVEN,Suven Life Sciences Ltd
ARYAMAN,Aryaman Financial Services Ltd
BRIDGESE,Bridge Securities Ltd
RISAINTL,Risa International Ltd
RAJTUBE,Rajasthan Tube Manufacturing Company Ltd
KAYPOWR,Kay Power And Paper Ltd
INTSTOIL,Inter State Oil Carrier Ltd
GLOBALCA,Global Capital Markets Ltd
SAINIK,Sainik Finance & Industries Ltd
ARIGATO,Arigato Universe Ltd
RICHUNV,Rich Universe Network Ltd
QUANTDIA,Quantum Digital Vision India Ltd
SPCAPIT,Sp Capital Financing Ltd
PAOS,Paos Industries Ltd
SHRAJOI,Shree Rajiv Lochan Oil Extraction Ltd
KOTHARIPRO,Kothari Products Ltd
PICCADIL,Piccadily Agro Industries Ltd
CLSEL,Chaman Lal Setia Exports Ltd
CHANDRAP,Chandra Prabhu International Ltd
KIMIABL,Kimia Biosciences Ltd
HINDTIN,Hindustan Tin Works Ltd
GODAVARI,Godavari Drugs Ltd
PREMCO,Premco Global Ltd
MUKESHB,Mukesh Babu Financial Services Ltd
GENUSPOWER,Genus Power Infrastructures Ltd
ASIANENE,Asian Energy Services Ltd
KBSINDIA,Kbs India Ltd
PRABHHANS,Prabhhans Industries Ltd
UGARSUGAR,Ugar Sugar Works Ltd
ORIENTBELL,Orient Bell Ltd
NRBBEARING,Nrb Bearings Ltd
VAMSHIRU,Vamshi Rubber Ltd
NILAINFRA,Nila Infrastructures Ltd
DBSTOCKBRO,Db International Stock Brokers Ltd
VINYOFL,Vinyoflex Ltd
JINDCAP,Jindal Capital Ltd
EPIC,Epic Energy Ltd
SUMEDHA,Sumedha Fiscal Services Ltd
KUWERIN,Kuwer Industries Ltd
CHOKSI,Choksi Asia Ltd
ASHISHPO,Ashish Polyplast Ltd
SHIVAAGRO,Shiva Global Agro Industries Ltd
SIDDHA,Siddha Ventures Ltd
KIRANSY-B,Kiran Syntex Ltd
SUMERUIND,Sumeru Industries Ltd
RUNGTAIR,Rungta Irrigation Ltd
GTTDATA,Gtt Data Solutions Ltd
VALSONQ,Valson Industries Ltd
SABOOSOD,Saboo Sodium Chloro Ltd
GSLSEC,Gsl Securities Ltd
TINNARUBR,Tinna Rubber And Infrastructure Ltd
VIKRAMTH,Vikram Thermo India Ltd
STRATMONT,Stratmont Industries Ltd
AKCAPIT,Ak Capital Services Ltd
RELAXO,Relaxo Footwears Ltd
VIRAT,Virat Industries Ltd
RRETAIL,Rajnish Retail Ltd
TERAI,Terai Tea Company Ltd
MANRAJH,Manraj Housing Finance Ltd
COSCO,Cosco India Ltd
KENFIN,Ken Financial Services Ltd
SHILPAMED,Shilpa Medicare Ltd
PARACABLES,Paramount Communications Ltd
NCLRESE,Ncl Research & Financial Services Ltd
EXPLICITFIN,Explicit Finance Ltd
LADDERUP,Ladderup Finance Ltd
UYFINCORP,U. Y. Fincorp Ltd
EKAMLEA,Ekam Leasing & Finance Company Ltd
SWASTIKA,Swastika Investmart Ltd
PRIMAPLA,Prima Plastics Ltd
TELECANOR,Telecanor Global Ltd
JAGSONSER,Jagsonpal Services Ltd
GARGFUR,Garg Furnace Ltd
SAMPRE,Sampre Nutritions Ltd
AAIL,Akar Auto Industries Ltd
VIPULORG,Vipul Organics Ltd
ECORECO,Eco Recycling Ltd
GOODLUCK,Goodluck India Ltd
GOYALASS,Goyal Associates Ltd
ZENITHHE,Zenith Healthcare Ltd
YORKEXP,York Exports Ltd
SUPREME,Supreme Holdings & Hospitality (India) Ltd
LYKISLTD,Lykis Ltd
PRIMEPRO,Prime Property Development Corporation Ltd
ZENLABS,Zenlabs Ethica Ltd
RAJRILTD,Raj Rayon Industries Ltd
ANIRIT,Anirit Ventures Ltd
GOWRALE,Gowra Leasing & Finance Ltd
JAGANLAM,Jagan Lamps Ltd
ASITCFIN,Asit C Mehta Financial Services Ltd
ENCODE,Encode Packaging India Ltd
SUPERBAK,Super Bakers India Ltd
OVOBELE,Ovobel Foods Ltd
ACSTECH,Acs Technologies Ltd
CHALLANI,Challani Capital Ltd
CORNE,Coral Newsprints Ltd
SHENTRA,Shentracon Chemicals Ltd
STERTOOLS,Sterling Tools Ltd
AGARWAL,Agarwal Fortune India Ltd
DYNAMICP,Dynamic Portfolio Management & Services Ltd
INLANPR,Inland Printers Ltd
CEEJAY,Ceejay Finance Ltd
SUNCITYSY,Suncity Synthetics Ltd
SHGANEL,Shree Ganesh Elastoplast Ltd
ANNAINFRA,Anna Infrastructures Ltd
BHAGERIA,Bhageria Industries Ltd
OIVL,Onesource Industries And Ventures Ltd
BNRUDY,Bnr Udyog Ltd
KRBL,Krbl Ltd
SSPDL,Sspdl Ltd
DAIKAFFI,Daikaffil Chemicals India Ltd
CILSEC,Cil Securities Ltd
CLIOINFO,Clio Infotech Ltd
CUPID,Cupid Ltd
SUNSHIEL,Sunshield Chemicals Ltd
HIPOLIN,Hipolin Ltd
GDLLEAS,Gdl Leasing & Finance Ltd
CHEMBOND,Chembond Material Technologies Ltd
CIFL,Capital India Finance Ltd
ABVL,Arunjyoti Bio Ventures Ltd
SUCROSA,Super Crop Safe Ltd
NGIND,Ng Industries Ltd
ASIAPAK,Asia Pack Ltd
SICAPIT,Si Capital & Financial Services Ltd
ERPSOFT,Erp Soft Systems Ltd
RRSECUR,Rr Securities Ltd
REMSONSIND,Remsons Industries Ltd
INTETHR,Integrated Thermoplastics Ltd
RAMSONS,Ramsons Projects Ltd
HARAFIN,Haryana Financial Corporation Ltd
STANPACK,Stanpacks India Ltd
AQYLON,Aqylon Nexus Ltd
RAMINFO,Raminfo Ltd
SUNILAGR,Sunil Agro Foods Ltd
DIANATEA,Diana Tea Company Ltd
VIKASECO,Vikas Ecotech Ltd
IOC,Indian Oil Corporation Ltd
ALFAICA,Alfa Ica India Ltd
SKCIL,Shri Keshav Cements And Infra Ltd
INDIAHOME,India Home Loan Ltd
ROOPAIND,Roopa Industries Ltd
SARTHAKGL,Sarthak Global Ltd
UNIQUEO,Unique Organics Ltd
BALAMINES,Balaji Amines Ltd
SWRNASE,Swarna Securities Ltd
VENMAX,Venmax Drugs And Pharmaceuticals Ltd
ARISE,Arihants Securities Ltd
VISAGAR,Visagar Financial Services Ltd
LIBORD,Libord Securities Ltd
REGAL,Regal Entertainment & Consultants Ltd
EBIX,Eraaya Lifespaces Ltd
COMPEAU,Competent Automobiles Company Ltd
ZDHJERK,Dhanvantri Jeevan Rekha Ltd
NEELKAN,Neelkanth Rockminerals Ltd
VINTAGES,Vintage Securities Ltd
CONTILI,Contil India Ltd
VIJSOLX,Vijay Solvex Ltd
SHRIKRISH,Shri Krishna Devcon Ltd
ALANKIT,Alankit Ltd
NIHARINF,Nihar Info Global Ltd
UNITDCR,United Credit Ltd
OMINFRAL,Om Infra Ltd
CHECKPOINT,Checkpoint Trends Ltd
ISHANCH,Ishan Dyes And Chemicals Ltd
GOTHIPL,Gothi Plascon India Ltd
BALUFORGE,Balu Forge Industries Ltd
CEENIK,Ceenik Exports India Ltd
PATELENG,Patel Engineering Ltd
KATIPATANG,Kati Patang Lifestyle Ltd
INANI,Inani Marbles & Industries Ltd
GEMSI,Gemstone Investments Ltd
ELFORGE,El Forge Ltd
MEDICAMEQ,Medicamen Biotech Ltd
ALICON,Alicon Castalloy Ltd
DILIGENT,Diligent Industries Ltd
EPSOMPRO,Epsom Properties Ltd
ALFAVIO,Alfavision Overseas India Ltd
ORGCOAT,Organic Coatings Ltd
CATVISION,Catvision Ltd
ABMKNO,Abm Knowledgeware Ltd
EMAMILTD,Emami Ltd
KEMISTAR,Kemistar Corporation Ltd
ASSOCER,Associated Ceramics Ltd
SKPSEC,Skp Securities Ltd
SYSCHEM,Syschem India Ltd
MEFCOMCAP,Mefcom Capital Markets Ltd
HEMANG,Hemang Resources Ltd
ARMANFIN,Arman Financial Services Ltd
EFORU,Eforu Entertainment Ltd
GLANCE,Glance Finance Ltd
SHILCTECH,Shilchar Technologies Ltd
TRADEWELL,Tradewell Holdings Ltd
SPRIGHT,Spright Agro Ltd
NUCLEUS,Nucleus Software Exports Ltd
COLINZ,Colinz Laboratories Ltd
NLFL,Nalin Lease Finance Ltd
MANAPPURAM,Manappuram Finance Ltd
RTSPOWR,Rts Power Corporation Ltd
COMFINTE,Comfort Intech Ltd
SHYAMACOMP,Shyama Computronics And Services Ltd
MAYURFL,Mayur Floorings Ltd
ANJANI,Anjani Synthetics Ltd
XTGLOBAL,Xtglobal Infotech Ltd
DECOMIC,Deco Mica Ltd
RANDER,Rander Corporation Ltd
RASIELEC,Rasi Electrodes Ltd
SCOOBEEDAY,Scoobee Day Garments (India) Ltd
CITIPOR,Citi Port Financial Services Ltd
DHRUVCA,Dhruva Capital Services Ltd
LINC,Linc Ltd
PRIMAIN,Prima Industries Ltd
INDGELA,India Gelatine & Chemicals Ltd
OPTIFIN,Optimus Finance Ltd
